periodyear,naicstitle,edr,wage.type,wages
2015,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,22998490
2014,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,595277193
2014,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,7678572
2014,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4447835
2014,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,15932296
2014,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19267437
2014,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,22138162
2013,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,579003930
2013,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,7435938
2013,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,6320394
2013,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,16531051
2013,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,20753539
2013,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,20868053
2013,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,2881944.3333333335
2012,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,590207323
2012,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,6542204
2012,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,5826328
2012,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,5769251
2012,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19598230
2012,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,22288757
2012,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,20705537
2012,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,2701215.5
2011,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,585575434
2011,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,5646527
2011,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,9411445
2011,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,20287717
2011,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,22691272
2011,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,22069401
2011,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,3154886
2010,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,566330189
2010,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,5043135
2010,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,7830354
2010,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,21870451
2010,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,21822743
2010,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,20788564
2010,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,2894382.6666666665
2009,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,567656679
2009,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,4477253
2009,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,7559945
2009,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,947631.5
2009,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19977215
2009,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,23085949
2009,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,19902905
2009,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,2154506
2008,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,575008114
2008,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,4280492
2008,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4799009
2008,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,20129562
2008,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,20778036
2008,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,19762420
2008,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,10158277
2007,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,551926902
2007,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,3844992
2007,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,5142198
2007,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,135959
2007,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19433294
2007,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19963473
2007,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,17695172
2007,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,2786755
2006,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,515756107
2006,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,3947730
2006,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4219271
2006,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,529255
2006,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19043628
2006,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,20294356
2006,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,16167781
2005,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,486691529
2005,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,3201196
2005,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4002844
2005,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,259467
2005,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17594715
2005,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,20432096
2005,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,15166879
2004,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,469565345
2004,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,3284564
2004,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4486806
2004,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,259396
2004,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17626023
2004,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,19563917
2004,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,14286689
2003,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,439905878
2003,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,3087110
2003,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4256199
2003,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,194836
2003,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17062745
2003,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,16363204
2003,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,12813420
2002,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,430591002
2002,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,2860534
2002,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,3632555
2002,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,218388
2002,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17383888
2002,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,16208311
2002,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,12555954
2001,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,418613367
2001,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,3353165
2001,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,3321508
2001,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,225650
2001,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,16453359
2001,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17839491
2001,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,10901320
2018,"Total, All Industries",EDR 7E- East Central,totwageYear,1910621111
2018,Crop Production,EDR 7E- East Central,totwageYear,2108479
2018,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,4511321
2018,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,139023
2018,Food Manufacturing,EDR 7E- East Central,totwageYear,14885366
2018,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,3215422
2017,"Total, All Industries",EDR 7E- East Central,totwageYear,1842797111
2017,Crop Production,EDR 7E- East Central,totwageYear,2219865
2017,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,5180467
2017,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,110936
2017,Food Manufacturing,EDR 7E- East Central,totwageYear,14114674
2017,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,3340501
2016,"Total, All Industries",EDR 7E- East Central,totwageYear,1773248015
2016,Crop Production,EDR 7E- East Central,totwageYear,2105613
2016,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,4841189
2016,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,23707
2016,Food Manufacturing,EDR 7E- East Central,totwageYear,12778600
2016,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,3120096
2015,"Total, All Industries",EDR 7E- East Central,totwageYear,1716507726
2015,Crop Production,EDR 7E- East Central,totwageYear,2072369
2015,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,4398251
2015,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,32284.666666666668
2015,Food Manufacturing,EDR 7E- East Central,totwageYear,11340133
2015,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2992379
2014,"Total, All Industries",EDR 7E- East Central,totwageYear,1574726614
2014,Crop Production,EDR 7E- East Central,totwageYear,2047424
2014,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,3584109
2014,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,220079
2014,Food Manufacturing,EDR 7E- East Central,totwageYear,11001278
2014,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2981655
2013,"Total, All Industries",EDR 7E- East Central,totwageYear,1531674388
2013,Crop Production,EDR 7E- East Central,totwageYear,2093291
2013,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,3327609
2013,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,61757.333333333336
2013,Food Manufacturing,EDR 7E- East Central,totwageYear,10398629
2013,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2850351
2012,"Total, All Industries",EDR 7E- East Central,totwageYear,1487785634
2012,Crop Production,EDR 7E- East Central,totwageYear,1991724
2012,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,3416800
2012,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,31040.333333333332
2012,Food Manufacturing,EDR 7E- East Central,totwageYear,10908055
2012,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2773010
2011,"Total, All Industries",EDR 7E- East Central,totwageYear,1428404739
2011,Crop Production,EDR 7E- East Central,totwageYear,1426354
2011,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,3513804
2011,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,35945
2011,Food Manufacturing,EDR 7E- East Central,totwageYear,11528738
2011,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2724106
2010,"Total, All Industries",EDR 7E- East Central,totwageYear,1391729008
2010,Crop Production,EDR 7E- East Central,totwageYear,1615549
2010,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,3465427
2010,Food Manufacturing,EDR 7E- East Central,totwageYear,10713475
2010,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,3175102
2009,"Total, All Industries",EDR 7E- East Central,totwageYear,1385487167
2009,Crop Production,EDR 7E- East Central,totwageYear,1577822
2009,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,3680030
2009,Food Manufacturing,EDR 7E- East Central,totwageYear,9815208
2009,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,3120384
2008,"Total, All Industries",EDR 7E- East Central,totwageYear,1423652560
2008,Crop Production,EDR 7E- East Central,totwageYear,1964539
2008,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,2463899
2008,Food Manufacturing,EDR 7E- East Central,totwageYear,8713511
2008,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,3020489
2007,"Total, All Industries",EDR 7E- East Central,totwageYear,1390702619
2007,Crop Production,EDR 7E- East Central,totwageYear,2600290
2007,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,2073703
2007,Support Activities for Crop Production,EDR 7E- East Central,totwageYear,105506.5
2007,Food Manufacturing,EDR 7E- East Central,totwageYear,7266259
2007,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,723508
2006,"Total, All Industries",EDR 7E- East Central,totwageYear,1355435384
2006,Crop Production,EDR 7E- East Central,totwageYear,2856351
2006,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,1849736
2006,Support Activities for Crop Production,EDR 7E- East Central,totwageYear,203185
2006,Food Manufacturing,EDR 7E- East Central,totwageYear,7153610
2006,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2405559
2005,"Total, All Industries",EDR 7E- East Central,totwageYear,1294752810
2005,Crop Production,EDR 7E- East Central,totwageYear,2710446
2005,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,1667186
2005,Food Manufacturing,EDR 7E- East Central,totwageYear,7394283
2005,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,2528863
2004,"Total, All Industries",EDR 7E- East Central,totwageYear,1330999154
2004,Crop Production,EDR 7E- East Central,totwageYear,2924959
2004,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,2759149
2004,Food Manufacturing,EDR 7E- East Central,totwageYear,7372200
2004,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,totwageYear,613681.5
2003,"Total, All Industries",EDR 7E- East Central,totwageYear,1255240661
2003,Crop Production,EDR 7E- East Central,totwageYear,2910322
2003,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,2424664
2003,Food Manufacturing,EDR 7E- East Central,totwageYear,8220422
2002,"Total, All Industries",EDR 7E- East Central,totwageYear,1194118951
2002,Crop Production,EDR 7E- East Central,totwageYear,3687926
2002,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,2182412
2002,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,16391
2002,Food Manufacturing,EDR 7E- East Central,totwageYear,8942012
2001,"Total, All Industries",EDR 7E- East Central,totwageYear,1114046321
2001,Crop Production,EDR 7E- East Central,totwageYear,3299618
2001,Animal Production and Aquaculture,EDR 7E- East Central,totwageYear,2202606
2001,Support Activities for Animal Production,EDR 7E- East Central,totwageYear,16616
2001,Food Manufacturing,EDR 7E- East Central,totwageYear,7989319
2001,Farm Product Raw Material Merchant Wholesalers,EDR 7E- East Central,totwageYear,1231270
2018,"Total, All Industries",EDR 7W- Central,totwageYear,7914149623
2018,Crop Production,EDR 7W- Central,totwageYear,19386255
2018,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,44783479
2018,Support Activities for Animal Production,EDR 7W- Central,totwageYear,5468575
2018,Food Manufacturing,EDR 7W- Central,totwageYear,211525744
2018,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,15733003
2017,"Total, All Industries",EDR 7W- Central,totwageYear,7608298771
2017,Crop Production,EDR 7W- Central,totwageYear,17641310
2017,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,40389687
2017,Support Activities for Animal Production,EDR 7W- Central,totwageYear,5298242
2017,Food Manufacturing,EDR 7W- Central,totwageYear,198530136
2017,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,15596043
2016,"Total, All Industries",EDR 7W- Central,totwageYear,7244174532
2016,Crop Production,EDR 7W- Central,totwageYear,17038883
2016,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,34291834
2016,Support Activities for Animal Production,EDR 7W- Central,totwageYear,5287973
2016,Food Manufacturing,EDR 7W- Central,totwageYear,181267082
2016,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,14643251
2015,"Total, All Industries",EDR 7W- Central,totwageYear,6949755507
2015,Crop Production,EDR 7W- Central,totwageYear,15141956
2015,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,34508118
2015,Support Activities for Crop Production,EDR 7W- Central,totwageYear,1411437
2015,Support Activities for Animal Production,EDR 7W- Central,totwageYear,4807828
2015,Food Manufacturing,EDR 7W- Central,totwageYear,173032848
2015,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,14326158
2014,"Total, All Industries",EDR 7W- Central,totwageYear,6527099727
2014,Crop Production,EDR 7W- Central,totwageYear,14520531
2014,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,30838816
2014,Support Activities for Crop Production,EDR 7W- Central,totwageYear,1442659
2014,Support Activities for Animal Production,EDR 7W- Central,totwageYear,836252.6666666666
2014,Food Manufacturing,EDR 7W- Central,totwageYear,165031312
2014,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,14964542
2013,"Total, All Industries",EDR 7W- Central,totwageYear,6199768377
2013,Crop Production,EDR 7W- Central,totwageYear,13168609
2013,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,27962961
2013,Support Activities for Crop Production,EDR 7W- Central,totwageYear,1128702
2013,Support Activities for Animal Production,EDR 7W- Central,totwageYear,628870
2013,Food Manufacturing,EDR 7W- Central,totwageYear,151340190
2013,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,14629456
2012,"Total, All Industries",EDR 7W- Central,totwageYear,5976112437
2012,Crop Production,EDR 7W- Central,totwageYear,12458439
2012,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,26413424
2012,Support Activities for Crop Production,EDR 7W- Central,totwageYear,1160692.6666666667
2012,Support Activities for Animal Production,EDR 7W- Central,totwageYear,653516
2012,Food Manufacturing,EDR 7W- Central,totwageYear,139333371
2012,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,13811968
2011,"Total, All Industries",EDR 7W- Central,totwageYear,5684217393
2011,Crop Production,EDR 7W- Central,totwageYear,13087389
2011,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,24073557
2011,Support Activities for Crop Production,EDR 7W- Central,totwageYear,1308983
2011,Support Activities for Animal Production,EDR 7W- Central,totwageYear,602032
2011,Food Manufacturing,EDR 7W- Central,totwageYear,141933690
2011,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,13210813
2010,"Total, All Industries",EDR 7W- Central,totwageYear,5391506333
2010,Crop Production,EDR 7W- Central,totwageYear,13287741
2010,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,22182926
2010,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2645898
2010,Food Manufacturing,EDR 7W- Central,totwageYear,138806482
2010,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,13016475
2009,"Total, All Industries",EDR 7W- Central,totwageYear,5323055381
2009,Crop Production,EDR 7W- Central,totwageYear,11187840
2009,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,20137998
2009,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2491063
2009,Food Manufacturing,EDR 7W- Central,totwageYear,131664338
2009,Agricultural Implement Manufacturing,EDR 7W- Central,totwageYear,4842226
2009,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,12767894
2008,"Total, All Industries",EDR 7W- Central,totwageYear,5500515353
2008,Crop Production,EDR 7W- Central,totwageYear,11710583
2008,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,20133482
2008,Support Activities for Animal Production,EDR 7W- Central,totwageYear,3194936
2008,Food Manufacturing,EDR 7W- Central,totwageYear,128376111
2008,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,12055996
2007,"Total, All Industries",EDR 7W- Central,totwageYear,5399236547
2007,Crop Production,EDR 7W- Central,totwageYear,11358782
2007,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,18088395
2007,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2981008
2007,Food Manufacturing,EDR 7W- Central,totwageYear,122541189
2007,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,12016094
2006,"Total, All Industries",EDR 7W- Central,totwageYear,5150288158
2006,Crop Production,EDR 7W- Central,totwageYear,11017515
2006,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,17819681
2006,Support Activities for Animal Production,EDR 7W- Central,totwageYear,664856.3333333334
2006,Food Manufacturing,EDR 7W- Central,totwageYear,116809370
2006,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,11111343
2005,"Total, All Industries",EDR 7W- Central,totwageYear,4836009230
2005,Crop Production,EDR 7W- Central,totwageYear,10081669
2005,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,16402636
2005,Support Activities for Crop Production,EDR 7W- Central,totwageYear,583916
2005,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2563159
2005,Food Manufacturing,EDR 7W- Central,totwageYear,112160148
2005,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,11109388
2004,"Total, All Industries",EDR 7W- Central,totwageYear,4673582336
2004,Crop Production,EDR 7W- Central,totwageYear,11148900
2004,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,13678548
2004,Support Activities for Crop Production,EDR 7W- Central,totwageYear,2530056
2004,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2404448
2004,Food Manufacturing,EDR 7W- Central,totwageYear,113136412
2004,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,13221408
2003,"Total, All Industries",EDR 7W- Central,totwageYear,4379066973
2003,Crop Production,EDR 7W- Central,totwageYear,11970962
2003,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,13172107
2003,Support Activities for Crop Production,EDR 7W- Central,totwageYear,1777373
2003,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2098421
2003,Food Manufacturing,EDR 7W- Central,totwageYear,100763061
2003,Agricultural Implement Manufacturing,EDR 7W- Central,totwageYear,4464207
2003,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,10904980
2002,"Total, All Industries",EDR 7W- Central,totwageYear,4226330805
2002,Crop Production,EDR 7W- Central,totwageYear,11269422
2002,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,13131784
2002,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2301252
2002,Food Manufacturing,EDR 7W- Central,totwageYear,98500414
2002,Agricultural Implement Manufacturing,EDR 7W- Central,totwageYear,3378012
2002,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,8876668
2001,"Total, All Industries",EDR 7W- Central,totwageYear,4001082811
2001,Crop Production,EDR 7W- Central,totwageYear,11358931
2001,Animal Production and Aquaculture,EDR 7W- Central,totwageYear,13136259
2001,Support Activities for Animal Production,EDR 7W- Central,totwageYear,2201141
2001,Food Manufacturing,EDR 7W- Central,totwageYear,92504694
2001,Agricultural Implement Manufacturing,EDR 7W- Central,totwageYear,2945247
2001,Farm Product Raw Material Merchant Wholesalers,EDR 7W- Central,totwageYear,894204
2001,Farm Supplies Merchant Wholesalers,EDR 7W- Central,totwageYear,8417594
2018,"Total, All Industries",EDR 8 - Southwest,totwageYear,2165862749
2018,Crop Production,EDR 8 - Southwest,totwageYear,10897693
2018,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,41098760
2018,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,8015599
2018,Food Manufacturing,EDR 8 - Southwest,totwageYear,245064209
2018,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,40857609
2018,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,22392582
2017,"Total, All Industries",EDR 8 - Southwest,totwageYear,2124204444
2017,Crop Production,EDR 8 - Southwest,totwageYear,10461033
2017,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,42798963
2017,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,8846802
2017,Food Manufacturing,EDR 8 - Southwest,totwageYear,244483240
2017,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,41248164
2017,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,21128066
2016,"Total, All Industries",EDR 8 - Southwest,totwageYear,2046591879
2016,Crop Production,EDR 8 - Southwest,totwageYear,2390045
2016,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,41198780
2016,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,9577940
2016,Food Manufacturing,EDR 8 - Southwest,totwageYear,226520202
2016,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,42234264
2016,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,19363279
2015,"Total, All Industries",EDR 8 - Southwest,totwageYear,2032029093
2015,Crop Production,EDR 8 - Southwest,totwageYear,2066472
2015,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,39706543
2015,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,8823888
2015,Food Manufacturing,EDR 8 - Southwest,totwageYear,230673232
2015,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,42109316
2015,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,18907282
2014,"Total, All Industries",EDR 8 - Southwest,totwageYear,1923074784
2014,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,34888797
2014,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,8516286
2014,Food Manufacturing,EDR 8 - Southwest,totwageYear,205630625
2014,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,39221573
2014,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,18597263
2013,"Total, All Industries",EDR 8 - Southwest,totwageYear,1869053109
2013,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,31130196
2013,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,12604453
2013,Food Manufacturing,EDR 8 - Southwest,totwageYear,204597195
2013,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,37186187
2013,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,17555355
2012,"Total, All Industries",EDR 8 - Southwest,totwageYear,1787337793
2012,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,28937508
2012,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,11376799
2012,Food Manufacturing,EDR 8 - Southwest,totwageYear,208424592
2012,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,36289500
