periodyear,naicstitle,areaname,wage.type,wages,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2017,Food Manufacturing,Le Sueur,totwageYear,50284040,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,98423,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,5629287,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,"Total, All Industries",Le Sueur,totwageYear,365064842,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,Animal Production and Aquaculture,Le Sueur,totwageYear,1667060,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,Food Manufacturing,Le Sueur,totwageYear,49578678,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,"Total, All Industries",Le Sueur,totwageYear,341775688,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,Crop Production,Le Sueur,totwageYear,3998463,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,Food Manufacturing,Le Sueur,totwageYear,46474537,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,1488497,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,"Total, All Industries",Le Sueur,totwageYear,345814727,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Crop Production,Le Sueur,totwageYear,3515224,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Animal Production and Aquaculture,Le Sueur,totwageYear,291169,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Food Manufacturing,Le Sueur,totwageYear,35660876,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,5552104,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,"Total, All Industries",Le Sueur,totwageYear,286117378,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Crop Production,Le Sueur,totwageYear,115353,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Animal Production and Aquaculture,Le Sueur,totwageYear,1153818,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Food Manufacturing,Le Sueur,totwageYear,31972702,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,4923428,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,"Total, All Industries",Le Sueur,totwageYear,261711975,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Crop Production,Le Sueur,totwageYear,85504.66666666667,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Animal Production and Aquaculture,Le Sueur,totwageYear,1106759,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Food Manufacturing,Le Sueur,totwageYear,33329361,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,4366604,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,"Total, All Industries",Le Sueur,totwageYear,245339891,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Crop Production,Le Sueur,totwageYear,285628,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Animal Production and Aquaculture,Le Sueur,totwageYear,1104680,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Food Manufacturing,Le Sueur,totwageYear,33826489,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,195117,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3709591,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,"Total, All Industries",Le Sueur,totwageYear,232442338,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Crop Production,Le Sueur,totwageYear,57912.333333333336,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Animal Production and Aquaculture,Le Sueur,totwageYear,924927,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Support Activities for Crop Production,Le Sueur,totwageYear,571720,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Food Manufacturing,Le Sueur,totwageYear,33625262,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,923828,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3503937,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,"Total, All Industries",Le Sueur,totwageYear,218596022,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Animal Production and Aquaculture,Le Sueur,totwageYear,892846,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Support Activities for Crop Production,Le Sueur,totwageYear,1728065,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Food Manufacturing,Le Sueur,totwageYear,32700750,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,907451,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3531833,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,"Total, All Industries",Le Sueur,totwageYear,244662202,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Crop Production,Le Sueur,totwageYear,13097,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Animal Production and Aquaculture,Le Sueur,totwageYear,809637,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Support Activities for Crop Production,Le Sueur,totwageYear,526975.6666666666,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Food Manufacturing,Le Sueur,totwageYear,32718834,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,1459322,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3539827,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,"Total, All Industries",Le Sueur,totwageYear,230796227,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Animal Production and Aquaculture,Le Sueur,totwageYear,766910,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Support Activities for Crop Production,Le Sueur,totwageYear,517916,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Food Manufacturing,Le Sueur,totwageYear,30427883,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,1438386,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3320742,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,"Total, All Industries",Le Sueur,totwageYear,228094279,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Animal Production and Aquaculture,Le Sueur,totwageYear,647092,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Food Manufacturing,Le Sueur,totwageYear,31215136,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,1276601,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3309786,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2005,"Total, All Industries",Le Sueur,totwageYear,220290771,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2005,Animal Production and Aquaculture,Le Sueur,totwageYear,766051,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2005,Food Manufacturing,Le Sueur,totwageYear,30742301,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2005,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,1045707,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2005,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3686886,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2004,"Total, All Industries",Le Sueur,totwageYear,229785447,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2004,Animal Production and Aquaculture,Le Sueur,totwageYear,812922,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2004,Food Manufacturing,Le Sueur,totwageYear,31631484,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2004,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,248945.66666666666,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2004,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,3225166,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2003,"Total, All Industries",Le Sueur,totwageYear,221273347,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2003,Animal Production and Aquaculture,Le Sueur,totwageYear,535304,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2003,Food Manufacturing,Le Sueur,totwageYear,30512944,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2003,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,1002551,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2003,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,2961313,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2002,"Total, All Industries",Le Sueur,totwageYear,224668137,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2002,Animal Production and Aquaculture,Le Sueur,totwageYear,599797,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2002,Food Manufacturing,Le Sueur,totwageYear,30593773,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2002,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,236954,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2002,Farm Supplies Merchant Wholesalers,Le Sueur,totwageYear,689188.5,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2001,"Total, All Industries",Le Sueur,totwageYear,218226296,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2001,Animal Production and Aquaculture,Le Sueur,totwageYear,1072922,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2001,Food Manufacturing,Le Sueur,totwageYear,28412360,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2001,Farm Product Raw Material Merchant Wholesalers,Le Sueur,totwageYear,947964,079,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,"Total, All Industries",Lincoln,totwageYear,58707314,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2018,Animal Production and Aquaculture,Lincoln,totwageYear,2340986,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2017,"Total, All Industries",Lincoln,totwageYear,66468541,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2017,Animal Production and Aquaculture,Lincoln,totwageYear,3111724,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2016,"Total, All Industries",Lincoln,totwageYear,57980436,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2016,Animal Production and Aquaculture,Lincoln,totwageYear,2419019,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2015,"Total, All Industries",Lincoln,totwageYear,55905563,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2015,Animal Production and Aquaculture,Lincoln,totwageYear,2550221,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2014,"Total, All Industries",Lincoln,totwageYear,55106247,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2014,Animal Production and Aquaculture,Lincoln,totwageYear,2452288,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2013,"Total, All Industries",Lincoln,totwageYear,53816851,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2013,Animal Production and Aquaculture,Lincoln,totwageYear,2450067,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2012,"Total, All Industries",Lincoln,totwageYear,51805452,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2012,Animal Production and Aquaculture,Lincoln,totwageYear,2477235,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2011,"Total, All Industries",Lincoln,totwageYear,48875007,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2010,"Total, All Industries",Lincoln,totwageYear,47034417,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2009,"Total, All Industries",Lincoln,totwageYear,45118704,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2008,"Total, All Industries",Lincoln,totwageYear,43554329,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2007,"Total, All Industries",Lincoln,totwageYear,40686366,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2006,"Total, All Industries",Lincoln,totwageYear,40681906,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2005,"Total, All Industries",Lincoln,totwageYear,39975770,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2004,"Total, All Industries",Lincoln,totwageYear,38066033,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2003,"Total, All Industries",Lincoln,totwageYear,35357296,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2003,Animal Production and Aquaculture,Lincoln,totwageYear,258488,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2002,"Total, All Industries",Lincoln,totwageYear,34423746,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2002,Farm Product Raw Material Merchant Wholesalers,Lincoln,totwageYear,64713,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2001,"Total, All Industries",Lincoln,totwageYear,34389177,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2001,Farm Product Raw Material Merchant Wholesalers,Lincoln,totwageYear,67084,081,A,Entirely rural,EDR  8 - Southwest,Southwest Minnesota
2018,"Total, All Industries",Lyon,totwageYear,605897915,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Animal Production and Aquaculture,Lyon,totwageYear,4813514,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Food Manufacturing,Lyon,totwageYear,73277923,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,4371792,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,6067437,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,"Total, All Industries",Lyon,totwageYear,613179115,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Animal Production and Aquaculture,Lyon,totwageYear,3014243,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Food Manufacturing,Lyon,totwageYear,79287677,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,3828307,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,5571248,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,"Total, All Industries",Lyon,totwageYear,590577112,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Animal Production and Aquaculture,Lyon,totwageYear,2683756,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Food Manufacturing,Lyon,totwageYear,78360031,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,4159147,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,"Total, All Industries",Lyon,totwageYear,600100170,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Animal Production and Aquaculture,Lyon,totwageYear,3636214,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Food Manufacturing,Lyon,totwageYear,80424252,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,4229686,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,1209606,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,"Total, All Industries",Lyon,totwageYear,577042268,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Animal Production and Aquaculture,Lyon,totwageYear,2603935,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Support Activities for Crop Production,Lyon,totwageYear,573337,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Food Manufacturing,Lyon,totwageYear,77973940,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,4296239,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,4313720,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,"Total, All Industries",Lyon,totwageYear,568210599,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Animal Production and Aquaculture,Lyon,totwageYear,2081482,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Food Manufacturing,Lyon,totwageYear,75213092,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,4109568,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,4251115,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,"Total, All Industries",Lyon,totwageYear,532763351,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Animal Production and Aquaculture,Lyon,totwageYear,1980410,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Support Activities for Crop Production,Lyon,totwageYear,519092,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Food Manufacturing,Lyon,totwageYear,70002487,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,4127170,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,"Total, All Industries",Lyon,totwageYear,519341907,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Animal Production and Aquaculture,Lyon,totwageYear,1933388,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Food Manufacturing,Lyon,totwageYear,67179837,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,3885246,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,637286,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,"Total, All Industries",Lyon,totwageYear,501353001,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Crop Production,Lyon,totwageYear,67669.5,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Animal Production and Aquaculture,Lyon,totwageYear,1823369,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Food Manufacturing,Lyon,totwageYear,67897674,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Farm Product Raw Material Merchant Wholesalers,Lyon,totwageYear,3544889,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,"Total, All Industries",Lyon,totwageYear,494859708,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Crop Production,Lyon,totwageYear,89287,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Animal Production and Aquaculture,Lyon,totwageYear,396663.6666666667,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Food Manufacturing,Lyon,totwageYear,61034780,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,"Total, All Industries",Lyon,totwageYear,507317637,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Crop Production,Lyon,totwageYear,87189.33333333333,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Animal Production and Aquaculture,Lyon,totwageYear,1733844,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Food Manufacturing,Lyon,totwageYear,50387903,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,"Total, All Industries",Lyon,totwageYear,476572907,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Animal Production and Aquaculture,Lyon,totwageYear,1772105,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Food Manufacturing,Lyon,totwageYear,48796767,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,551727.5,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,"Total, All Industries",Lyon,totwageYear,472150540,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,Animal Production and Aquaculture,Lyon,totwageYear,1661383,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,Food Manufacturing,Lyon,totwageYear,45037180,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,544816.5,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,"Total, All Industries",Lyon,totwageYear,445903310,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Animal Production and Aquaculture,Lyon,totwageYear,1522220,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Food Manufacturing,Lyon,totwageYear,46777452,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,598320,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,"Total, All Industries",Lyon,totwageYear,422347582,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,Animal Production and Aquaculture,Lyon,totwageYear,979097,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,Food Manufacturing,Lyon,totwageYear,42271211,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,"Total, All Industries",Lyon,totwageYear,405840523,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,Animal Production and Aquaculture,Lyon,totwageYear,931966,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,Food Manufacturing,Lyon,totwageYear,41531850,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,2665493,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,"Total, All Industries",Lyon,totwageYear,411965149,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Animal Production and Aquaculture,Lyon,totwageYear,908131,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Food Manufacturing,Lyon,totwageYear,127245602,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,2655463,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,"Total, All Industries",Lyon,totwageYear,396748466,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Animal Production and Aquaculture,Lyon,totwageYear,1057751,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Food Manufacturing,Lyon,totwageYear,111291332,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Farm Supplies Merchant Wholesalers,Lyon,totwageYear,2069336,083,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,"Total, All Industries",Mahnomen,totwageYear,67238371,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2018,Farm Product Raw Material Merchant Wholesalers,Mahnomen,totwageYear,468492,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2017,"Total, All Industries",Mahnomen,totwageYear,66708184,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2016,"Total, All Industries",Mahnomen,totwageYear,65474906,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2015,"Total, All Industries",Mahnomen,totwageYear,63598741,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2015,Farm Product Raw Material Merchant Wholesalers,Mahnomen,totwageYear,202569.66666666666,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2014,"Total, All Industries",Mahnomen,totwageYear,60191766,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2014,Farm Product Raw Material Merchant Wholesalers,Mahnomen,totwageYear,861420,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2013,"Total, All Industries",Mahnomen,totwageYear,58711112,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2013,Farm Product Raw Material Merchant Wholesalers,Mahnomen,totwageYear,664733,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2012,"Total, All Industries",Mahnomen,totwageYear,58355034,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2012,Farm Product Raw Material Merchant Wholesalers,Mahnomen,totwageYear,150767.33333333334,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2011,"Total, All Industries",Mahnomen,totwageYear,53216199,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2011,Farm Product Raw Material Merchant Wholesalers,Mahnomen,totwageYear,143034.66666666666,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2010,"Total, All Industries",Mahnomen,totwageYear,52753697,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
2009,"Total, All Industries",Mahnomen,totwageYear,54030332,087,A,Entirely rural,EDR  2 - Headwaters,Northwest Minnesota
