periodyear,naicstitle,areaname,emp.type,emp,agrelated.emp
2001,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,599,1875
2001,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,357,1875
2018,Crop Production,EDR  7E- East Central,empYear,78,724
2018,Animal Production and Aquaculture,EDR  7E- East Central,empYear,197,724
2018,Support Activities for Animal Production,EDR  7E- East Central,empYear,11,724
2018,Food Manufacturing,EDR  7E- East Central,empYear,361,724
2018,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,77,724
2017,Crop Production,EDR  7E- East Central,empYear,93,756
2017,Animal Production and Aquaculture,EDR  7E- East Central,empYear,201,756
2017,Support Activities for Animal Production,EDR  7E- East Central,empYear,12,756
2017,Food Manufacturing,EDR  7E- East Central,empYear,369,756
2017,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,81,756
2016,Crop Production,EDR  7E- East Central,empYear,97,737
2016,Animal Production and Aquaculture,EDR  7E- East Central,empYear,194,737
2016,Support Activities for Animal Production,EDR  7E- East Central,empYear,10,737
2016,Food Manufacturing,EDR  7E- East Central,empYear,352,737
2016,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,84,737
2015,Crop Production,EDR  7E- East Central,empYear,94,698
2015,Animal Production and Aquaculture,EDR  7E- East Central,empYear,191,698
2015,Support Activities for Animal Production,EDR  7E- East Central,empYear,10,698
2015,Food Manufacturing,EDR  7E- East Central,empYear,321,698
2015,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,82,698
2014,Crop Production,EDR  7E- East Central,empYear,110,689
2014,Animal Production and Aquaculture,EDR  7E- East Central,empYear,170,689
2014,Support Activities for Animal Production,EDR  7E- East Central,empYear,16,689
2014,Food Manufacturing,EDR  7E- East Central,empYear,306,689
2014,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,87,689
2013,Crop Production,EDR  7E- East Central,empYear,116,718.3333333333334
2013,Animal Production and Aquaculture,EDR  7E- East Central,empYear,168,718.3333333333334
2013,Support Activities for Animal Production,EDR  7E- East Central,empYear,15.333333333333334,718.3333333333334
2013,Food Manufacturing,EDR  7E- East Central,empYear,335,718.3333333333334
2013,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,84,718.3333333333334
2012,Crop Production,EDR  7E- East Central,empYear,106,713.6666666666666
2012,Animal Production and Aquaculture,EDR  7E- East Central,empYear,166,713.6666666666666
2012,Support Activities for Animal Production,EDR  7E- East Central,empYear,4.666666666666667,713.6666666666666
2012,Food Manufacturing,EDR  7E- East Central,empYear,346,713.6666666666666
2012,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,91,713.6666666666666
2011,Crop Production,EDR  7E- East Central,empYear,81,659.5
2011,Animal Production and Aquaculture,EDR  7E- East Central,empYear,172,659.5
2011,Support Activities for Animal Production,EDR  7E- East Central,empYear,5.5,659.5
2011,Food Manufacturing,EDR  7E- East Central,empYear,308,659.5
2011,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,93,659.5
2010,Crop Production,EDR  7E- East Central,empYear,92,678
2010,Animal Production and Aquaculture,EDR  7E- East Central,empYear,172,678
2010,Food Manufacturing,EDR  7E- East Central,empYear,304,678
2010,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,110,678
2009,Crop Production,EDR  7E- East Central,empYear,90,661
2009,Animal Production and Aquaculture,EDR  7E- East Central,empYear,172,661
2009,Food Manufacturing,EDR  7E- East Central,empYear,289,661
2009,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,110,661
2008,Crop Production,EDR  7E- East Central,empYear,111,585
2008,Animal Production and Aquaculture,EDR  7E- East Central,empYear,121,585
2008,Food Manufacturing,EDR  7E- East Central,empYear,255,585
2008,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,98,585
2007,Crop Production,EDR  7E- East Central,empYear,140,616.5
2007,Animal Production and Aquaculture,EDR  7E- East Central,empYear,115,616.5
2007,Support Activities for Crop Production,EDR  7E- East Central,empYear,13.5,616.5
2007,Food Manufacturing,EDR  7E- East Central,empYear,249,616.5
2007,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,99,616.5
2006,Crop Production,EDR  7E- East Central,empYear,137,614
2006,Animal Production and Aquaculture,EDR  7E- East Central,empYear,108,614
2006,Support Activities for Crop Production,EDR  7E- East Central,empYear,23,614
2006,Food Manufacturing,EDR  7E- East Central,empYear,254,614
2006,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,92,614
2005,Crop Production,EDR  7E- East Central,empYear,133,598
2005,Animal Production and Aquaculture,EDR  7E- East Central,empYear,103,598
2005,Food Manufacturing,EDR  7E- East Central,empYear,267,598
2005,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,95,598
2004,Crop Production,EDR  7E- East Central,empYear,121,649
2004,Animal Production and Aquaculture,EDR  7E- East Central,empYear,158,649
2004,Food Manufacturing,EDR  7E- East Central,empYear,285,649
2004,Farm Supplies Merchant Wholesalers,EDR  7E- East Central,empYear,85,649
2003,Crop Production,EDR  7E- East Central,empYear,138,611
2003,Animal Production and Aquaculture,EDR  7E- East Central,empYear,158,611
2003,Food Manufacturing,EDR  7E- East Central,empYear,315,611
2002,Crop Production,EDR  7E- East Central,empYear,154,631.6666666666666
2002,Animal Production and Aquaculture,EDR  7E- East Central,empYear,145,631.6666666666666
2002,Support Activities for Animal Production,EDR  7E- East Central,empYear,12.666666666666666,631.6666666666666
2002,Food Manufacturing,EDR  7E- East Central,empYear,320,631.6666666666666
2001,Crop Production,EDR  7E- East Central,empYear,149,671.5
2001,Animal Production and Aquaculture,EDR  7E- East Central,empYear,141,671.5
2001,Support Activities for Animal Production,EDR  7E- East Central,empYear,16.5,671.5
2001,Food Manufacturing,EDR  7E- East Central,empYear,304,671.5
2001,Farm Product Raw Material Merchant Wholesalers,EDR  7E- East Central,empYear,61,671.5
2018,Crop Production,EDR  7W- Central,empYear,592,6580
2018,Animal Production and Aquaculture,EDR  7W- Central,empYear,1192,6580
2018,Support Activities for Animal Production,EDR  7W- Central,empYear,172,6580
2018,Food Manufacturing,EDR  7W- Central,empYear,4331,6580
2018,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,293,6580
2017,Crop Production,EDR  7W- Central,empYear,568,6373
2017,Animal Production and Aquaculture,EDR  7W- Central,empYear,1122,6373
2017,Support Activities for Animal Production,EDR  7W- Central,empYear,169,6373
2017,Food Manufacturing,EDR  7W- Central,empYear,4195,6373
2017,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,319,6373
2016,Crop Production,EDR  7W- Central,empYear,573,6081
2016,Animal Production and Aquaculture,EDR  7W- Central,empYear,1000,6081
2016,Support Activities for Animal Production,EDR  7W- Central,empYear,165,6081
2016,Food Manufacturing,EDR  7W- Central,empYear,4017,6081
2016,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,326,6081
2015,Crop Production,EDR  7W- Central,empYear,537,6202
2015,Animal Production and Aquaculture,EDR  7W- Central,empYear,1043,6202
2015,Support Activities for Crop Production,EDR  7W- Central,empYear,125,6202
2015,Support Activities for Animal Production,EDR  7W- Central,empYear,155,6202
2015,Food Manufacturing,EDR  7W- Central,empYear,4015,6202
2015,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,327,6202
2014,Crop Production,EDR  7W- Central,empYear,485,6012
2014,Animal Production and Aquaculture,EDR  7W- Central,empYear,1002,6012
2014,Support Activities for Crop Production,EDR  7W- Central,empYear,138,6012
2014,Support Activities for Animal Production,EDR  7W- Central,empYear,121,6012
2014,Food Manufacturing,EDR  7W- Central,empYear,3941,6012
2014,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,325,6012
2013,Crop Production,EDR  7W- Central,empYear,522,5811.666666666667
2013,Animal Production and Aquaculture,EDR  7W- Central,empYear,965,5811.666666666667
2013,Support Activities for Crop Production,EDR  7W- Central,empYear,121.66666666666667,5811.666666666667
2013,Support Activities for Animal Production,EDR  7W- Central,empYear,96,5811.666666666667
2013,Food Manufacturing,EDR  7W- Central,empYear,3778,5811.666666666667
2013,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,329,5811.666666666667
2012,Crop Production,EDR  7W- Central,empYear,519,5643
2012,Animal Production and Aquaculture,EDR  7W- Central,empYear,938,5643
2012,Support Activities for Crop Production,EDR  7W- Central,empYear,125,5643
2012,Support Activities for Animal Production,EDR  7W- Central,empYear,106,5643
2012,Food Manufacturing,EDR  7W- Central,empYear,3633,5643
2012,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,322,5643
2011,Crop Production,EDR  7W- Central,empYear,538,5656.333333333333
2011,Animal Production and Aquaculture,EDR  7W- Central,empYear,879,5656.333333333333
2011,Support Activities for Crop Production,EDR  7W- Central,empYear,131.33333333333334,5656.333333333333
2011,Support Activities for Animal Production,EDR  7W- Central,empYear,105,5656.333333333333
2011,Food Manufacturing,EDR  7W- Central,empYear,3665,5656.333333333333
2011,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,338,5656.333333333333
2010,Crop Production,EDR  7W- Central,empYear,570,5573
2010,Animal Production and Aquaculture,EDR  7W- Central,empYear,837,5573
2010,Support Activities for Animal Production,EDR  7W- Central,empYear,114,5573
2010,Food Manufacturing,EDR  7W- Central,empYear,3721,5573
2010,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,331,5573
2009,Crop Production,EDR  7W- Central,empYear,501,5501
2009,Animal Production and Aquaculture,EDR  7W- Central,empYear,795,5501
2009,Support Activities for Animal Production,EDR  7W- Central,empYear,115,5501
2009,Food Manufacturing,EDR  7W- Central,empYear,3651,5501
2009,Agricultural Implement Manufacturing,EDR  7W- Central,empYear,121,5501
2009,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,318,5501
2008,Crop Production,EDR  7W- Central,empYear,550,5519
2008,Animal Production and Aquaculture,EDR  7W- Central,empYear,794,5519
2008,Support Activities for Animal Production,EDR  7W- Central,empYear,136,5519
2008,Food Manufacturing,EDR  7W- Central,empYear,3718,5519
2008,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,321,5519
2007,Crop Production,EDR  7W- Central,empYear,543,5375
2007,Animal Production and Aquaculture,EDR  7W- Central,empYear,730,5375
2007,Support Activities for Animal Production,EDR  7W- Central,empYear,131,5375
2007,Food Manufacturing,EDR  7W- Central,empYear,3637,5375
2007,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,334,5375
2006,Crop Production,EDR  7W- Central,empYear,547,5224
2006,Animal Production and Aquaculture,EDR  7W- Central,empYear,717,5224
2006,Support Activities for Animal Production,EDR  7W- Central,empYear,117,5224
2006,Food Manufacturing,EDR  7W- Central,empYear,3521,5224
2006,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,322,5224
2005,Crop Production,EDR  7W- Central,empYear,537,5271
2005,Animal Production and Aquaculture,EDR  7W- Central,empYear,674,5271
2005,Support Activities for Crop Production,EDR  7W- Central,empYear,72,5271
2005,Support Activities for Animal Production,EDR  7W- Central,empYear,119,5271
2005,Food Manufacturing,EDR  7W- Central,empYear,3540,5271
2005,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,329,5271
2004,Crop Production,EDR  7W- Central,empYear,542,5133
2004,Animal Production and Aquaculture,EDR  7W- Central,empYear,571,5133
2004,Support Activities for Crop Production,EDR  7W- Central,empYear,81,5133
2004,Support Activities for Animal Production,EDR  7W- Central,empYear,111,5133
2004,Food Manufacturing,EDR  7W- Central,empYear,3461,5133
2004,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,367,5133
2003,Crop Production,EDR  7W- Central,empYear,582,5142
2003,Animal Production and Aquaculture,EDR  7W- Central,empYear,554,5142
2003,Support Activities for Crop Production,EDR  7W- Central,empYear,53,5142
2003,Support Activities for Animal Production,EDR  7W- Central,empYear,113,5142
2003,Food Manufacturing,EDR  7W- Central,empYear,3375,5142
2003,Agricultural Implement Manufacturing,EDR  7W- Central,empYear,128,5142
2003,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,337,5142
2002,Crop Production,EDR  7W- Central,empYear,577,4910
2002,Animal Production and Aquaculture,EDR  7W- Central,empYear,547,4910
2002,Support Activities for Animal Production,EDR  7W- Central,empYear,117,4910
2002,Food Manufacturing,EDR  7W- Central,empYear,3293,4910
2002,Agricultural Implement Manufacturing,EDR  7W- Central,empYear,100,4910
2002,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,276,4910
2001,Crop Production,EDR  7W- Central,empYear,587,4950
2001,Animal Production and Aquaculture,EDR  7W- Central,empYear,587,4950
2001,Support Activities for Animal Production,EDR  7W- Central,empYear,115,4950
2001,Food Manufacturing,EDR  7W- Central,empYear,3269,4950
2001,Agricultural Implement Manufacturing,EDR  7W- Central,empYear,93,4950
2001,Farm Product Raw Material Merchant Wholesalers,EDR  7W- Central,empYear,35,4950
2001,Farm Supplies Merchant Wholesalers,EDR  7W- Central,empYear,264,4950
2018,Crop Production,EDR  8 - Southwest,empYear,333,7579
2018,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1126,7579
2018,Support Activities for Crop Production,EDR  8 - Southwest,empYear,151,7579
2018,Food Manufacturing,EDR  8 - Southwest,empYear,4806,7579
2018,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,744,7579
2018,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,419,7579
2017,Crop Production,EDR  8 - Southwest,empYear,332,7680
2017,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1224,7680
2017,Support Activities for Crop Production,EDR  8 - Southwest,empYear,162,7680
2017,Food Manufacturing,EDR  8 - Southwest,empYear,4757,7680
2017,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,781,7680
2017,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,424,7680
2016,Crop Production,EDR  8 - Southwest,empYear,312.6666666666667,7407.666666666667
2016,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1215,7407.666666666667
2016,Support Activities for Crop Production,EDR  8 - Southwest,empYear,176,7407.666666666667
2016,Food Manufacturing,EDR  8 - Southwest,empYear,4479,7407.666666666667
2016,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,809,7407.666666666667
2016,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,416,7407.666666666667
2015,Crop Production,EDR  8 - Southwest,empYear,306,7707
2015,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1199,7707
2015,Support Activities for Crop Production,EDR  8 - Southwest,empYear,167,7707
2015,Food Manufacturing,EDR  8 - Southwest,empYear,4815,7707
2015,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,812,7707
2015,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,408,7707
2014,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1117,7276
2014,Support Activities for Crop Production,EDR  8 - Southwest,empYear,169,7276
2014,Food Manufacturing,EDR  8 - Southwest,empYear,4792,7276
2014,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,775,7276
2014,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,423,7276
2013,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1066,7239
2013,Support Activities for Crop Production,EDR  8 - Southwest,empYear,237,7239
2013,Food Manufacturing,EDR  8 - Southwest,empYear,4755,7239
2013,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,766,7239
2013,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,415,7239
2012,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,1031,7310.666666666667
2012,Support Activities for Crop Production,EDR  8 - Southwest,empYear,229,7310.666666666667
2012,Food Manufacturing,EDR  8 - Southwest,empYear,4901,7310.666666666667
2012,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,754,7310.666666666667
2012,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,395.6666666666667,7310.666666666667
2011,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,999,9044
2011,Support Activities for Crop Production,EDR  8 - Southwest,empYear,223,9044
2011,Food Manufacturing,EDR  8 - Southwest,empYear,4959,9044
2011,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1706,9044
2011,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,762,9044
2011,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,395,9044
2010,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,844,8756
2010,Support Activities for Crop Production,EDR  8 - Southwest,empYear,223,8756
2010,Food Manufacturing,EDR  8 - Southwest,empYear,4884,8756
2010,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1633,8756
2010,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,783,8756
2010,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,389,8756
2009,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,884,8825.666666666666
2009,Support Activities for Crop Production,EDR  8 - Southwest,empYear,222,8825.666666666666
2009,Food Manufacturing,EDR  8 - Southwest,empYear,4890,8825.666666666666
2009,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1667,8825.666666666666
2009,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,730,8825.666666666666
2009,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,432.6666666666667,8825.666666666666
2008,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,890,8564
2008,Support Activities for Crop Production,EDR  8 - Southwest,empYear,222,8564
2008,Food Manufacturing,EDR  8 - Southwest,empYear,4631,8564
2008,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1703,8564
2008,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,719,8564
2008,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,399,8564
2007,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,873,8360
2007,Support Activities for Crop Production,EDR  8 - Southwest,empYear,196,8360
2007,Food Manufacturing,EDR  8 - Southwest,empYear,4540,8360
2007,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1624,8360
2007,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,636,8360
2007,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,491,8360
2006,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,836,8382.5
2006,Support Activities for Crop Production,EDR  8 - Southwest,empYear,181,8382.5
2006,Food Manufacturing,EDR  8 - Southwest,empYear,4554,8382.5
2006,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1704,8382.5
2006,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,626,8382.5
2006,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,481.5,8382.5
2005,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,785,7863.5
2005,Support Activities for Crop Production,EDR  8 - Southwest,empYear,160,7863.5
2005,Support Activities for Animal Production,EDR  8 - Southwest,empYear,47.5,7863.5
2005,Food Manufacturing,EDR  8 - Southwest,empYear,4376,7863.5
2005,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1861,7863.5
2005,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,634,7863.5
2004,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,767,7936
2004,Support Activities for Crop Production,EDR  8 - Southwest,empYear,147,7936
2004,Support Activities for Animal Production,EDR  8 - Southwest,empYear,52,7936
2004,Food Manufacturing,EDR  8 - Southwest,empYear,4118,7936
2004,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1736,7936
2004,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,629,7936
2004,Farm Supplies Merchant Wholesalers,EDR  8 - Southwest,empYear,487,7936
2003,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,754,7534
2003,Support Activities for Crop Production,EDR  8 - Southwest,empYear,132,7534
2003,Support Activities for Animal Production,EDR  8 - Southwest,empYear,56,7534
2003,Food Manufacturing,EDR  8 - Southwest,empYear,4338,7534
2003,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1617,7534
2003,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,637,7534
2002,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,720,8638
2002,Support Activities for Crop Production,EDR  8 - Southwest,empYear,117,8638
2002,Support Activities for Animal Production,EDR  8 - Southwest,empYear,49,8638
2002,Food Manufacturing,EDR  8 - Southwest,empYear,5541,8638
2002,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1561,8638
2002,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,650,8638
2001,Animal Production and Aquaculture,EDR  8 - Southwest,empYear,676,8838
2001,Support Activities for Crop Production,EDR  8 - Southwest,empYear,131,8838
2001,Support Activities for Animal Production,EDR  8 - Southwest,empYear,51,8838
2001,Food Manufacturing,EDR  8 - Southwest,empYear,5811,8838
2001,Agricultural Implement Manufacturing,EDR  8 - Southwest,empYear,1502,8838
2001,Farm Product Raw Material Merchant Wholesalers,EDR  8 - Southwest,empYear,667,8838
2018,Crop Production,EDR  9 - South Central,empYear,313,10300.666666666666
2018,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2531,10300.666666666666
2018,Support Activities for Crop Production,EDR  9 - South Central,empYear,173.66666666666666,10300.666666666666
2018,Support Activities for Animal Production,EDR  9 - South Central,empYear,146,10300.666666666666
2018,Food Manufacturing,EDR  9 - South Central,empYear,5757,10300.666666666666
2018,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,670,10300.666666666666
2018,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,710,10300.666666666666
2017,Crop Production,EDR  9 - South Central,empYear,315,10549
2017,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2615,10549
2017,Support Activities for Crop Production,EDR  9 - South Central,empYear,188,10549
2017,Support Activities for Animal Production,EDR  9 - South Central,empYear,165,10549
2017,Food Manufacturing,EDR  9 - South Central,empYear,5909,10549
2017,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,669,10549
2017,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,688,10549
2016,Crop Production,EDR  9 - South Central,empYear,310,10106
2016,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2570,10106
2016,Support Activities for Crop Production,EDR  9 - South Central,empYear,126,10106
2016,Support Activities for Animal Production,EDR  9 - South Central,empYear,147,10106
2016,Food Manufacturing,EDR  9 - South Central,empYear,5585,10106
2016,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,720,10106
2016,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,648,10106
2015,Crop Production,EDR  9 - South Central,empYear,361,9524.666666666666
2015,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2508,9524.666666666666
2015,Support Activities for Crop Production,EDR  9 - South Central,empYear,132.66666666666666,9524.666666666666
2015,Support Activities for Animal Production,EDR  9 - South Central,empYear,102,9524.666666666666
2015,Food Manufacturing,EDR  9 - South Central,empYear,5035,9524.666666666666
2015,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,733,9524.666666666666
2015,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,653,9524.666666666666
2014,Crop Production,EDR  9 - South Central,empYear,339,9178
2014,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2447,9178
2014,Support Activities for Crop Production,EDR  9 - South Central,empYear,124,9178
2014,Food Manufacturing,EDR  9 - South Central,empYear,4921,9178
2014,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,716,9178
2014,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,631,9178
2013,Crop Production,EDR  9 - South Central,empYear,245,8899
2013,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2322,8899
2013,Support Activities for Crop Production,EDR  9 - South Central,empYear,107,8899
2013,Food Manufacturing,EDR  9 - South Central,empYear,4843,8899
2013,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,717,8899
2013,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,665,8899
2012,Crop Production,EDR  9 - South Central,empYear,248,8838
2012,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2252,8838
2012,Support Activities for Crop Production,EDR  9 - South Central,empYear,96,8838
2012,Food Manufacturing,EDR  9 - South Central,empYear,4848,8838
2012,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,732,8838
2012,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,662,8838
2011,Crop Production,EDR  9 - South Central,empYear,230,8840
2011,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2058,8840
2011,Support Activities for Crop Production,EDR  9 - South Central,empYear,101,8840
2011,Food Manufacturing,EDR  9 - South Central,empYear,5045,8840
2011,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,747,8840
2011,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,659,8840
2010,Crop Production,EDR  9 - South Central,empYear,217,8750
2010,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2151,8750
2010,Support Activities for Crop Production,EDR  9 - South Central,empYear,95,8750
2010,Food Manufacturing,EDR  9 - South Central,empYear,4891,8750
2010,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,740,8750
2010,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,656,8750
2009,Crop Production,EDR  9 - South Central,empYear,199,8861
2009,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2190,8861
2009,Support Activities for Crop Production,EDR  9 - South Central,empYear,96,8861
2009,Support Activities for Animal Production,EDR  9 - South Central,empYear,62,8861
2009,Food Manufacturing,EDR  9 - South Central,empYear,4811,8861
2009,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,709,8861
2009,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,794,8861
2008,Crop Production,EDR  9 - South Central,empYear,191,8727
2008,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2136,8727
2008,Support Activities for Crop Production,EDR  9 - South Central,empYear,106,8727
2008,Support Activities for Animal Production,EDR  9 - South Central,empYear,66,8727
2008,Food Manufacturing,EDR  9 - South Central,empYear,4751,8727
2008,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,683,8727
2008,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,794,8727
2007,Crop Production,EDR  9 - South Central,empYear,158,8687
2007,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2125,8687
2007,Support Activities for Crop Production,EDR  9 - South Central,empYear,91,8687
2007,Support Activities for Animal Production,EDR  9 - South Central,empYear,70,8687
2007,Food Manufacturing,EDR  9 - South Central,empYear,4778,8687
2007,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,666,8687
2007,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,799,8687
2006,Crop Production,EDR  9 - South Central,empYear,152,8503
2006,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2013,8503
2006,Support Activities for Crop Production,EDR  9 - South Central,empYear,88,8503
2006,Support Activities for Animal Production,EDR  9 - South Central,empYear,63,8503
2006,Food Manufacturing,EDR  9 - South Central,empYear,4729,8503
2006,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,666,8503
