periodyear,naicstitle,edr,emp.break,emp,planning.region
2017,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,58,Southwest
2016,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17324,Southwest
2016,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,217,Southwest
2016,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,154,Southwest
2016,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,411,Southwest
2016,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,129,Southwest
2016,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,378,Southwest
2016,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,241,Southwest
2015,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17283,Southwest
2015,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,213,Southwest
2015,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,125,Southwest
2015,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,392,Southwest
2015,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,383,Southwest
2015,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,412,Southwest
2014,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17310,Southwest
2014,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,213,Southwest
2014,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,125,Southwest
2014,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,425,Southwest
2014,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,362,Southwest
2014,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,417,Southwest
2013,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17504,Southwest
2013,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,194,Southwest
2013,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,182,Southwest
2013,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,431,Southwest
2013,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,387,Southwest
2013,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,423,Southwest
2013,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,149,Southwest
2012,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17937,Southwest
2012,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,179,Southwest
2012,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,160,Southwest
2012,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,83,Southwest
2012,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,526,Southwest
2012,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,430,Southwest
2012,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,413,Southwest
2012,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,98,Southwest
2011,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18060,Southwest
2011,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,160,Southwest
2011,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,253,Southwest
2011,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,562,Southwest
2011,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,447,Southwest
2011,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,425,Southwest
2011,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,175,Southwest
2010,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18208,Southwest
2010,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,151,Southwest
2010,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,219,Southwest
2010,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,662,Southwest
2010,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,480,Southwest
2010,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,449,Southwest
2010,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,175,Southwest
2009,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18611,Southwest
2009,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,142,Southwest
2009,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,224,Southwest
2009,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,19,Southwest
2009,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,615,Southwest
2009,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,539,Southwest
2009,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,422,Southwest
2009,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,47,Southwest
2008,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18871,Southwest
2008,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,150,Southwest
2008,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,147,Southwest
2008,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,633,Southwest
2008,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,479,Southwest
2008,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,465,Southwest
2008,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,248,Southwest
2007,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18772,Southwest
2007,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,145,Southwest
2007,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,161,Southwest
2007,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,15,Southwest
2007,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,653,Southwest
2007,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,487,Southwest
2007,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,450,Southwest
2007,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,50,Southwest
2006,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18637,Southwest
2006,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,156,Southwest
2006,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,143,Southwest
2006,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,24,Southwest
2006,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,632,Southwest
2006,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,518,Southwest
2006,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,441,Southwest
2005,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18334,Southwest
2005,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,137,Southwest
2005,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,133,Southwest
2005,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,14,Southwest
2005,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,608,Southwest
2005,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,539,Southwest
2005,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,439,Southwest
2004,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18177,Southwest
2004,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,142,Southwest
2004,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,158,Southwest
2004,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,10,Southwest
2004,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,631,Southwest
2004,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,518,Southwest
2004,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,421,Southwest
2003,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18125,Southwest
2003,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,129,Southwest
2003,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,153,Southwest
2003,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,9,Southwest
2003,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,620,Southwest
2003,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,454,Southwest
2003,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,393,Southwest
2002,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18378,Southwest
2002,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,128,Southwest
2002,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,148,Southwest
2002,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,10,Southwest
2002,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,651,Southwest
2002,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,490,Southwest
2002,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,391,Southwest
2001,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,18401,Southwest
2001,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,142,Southwest
2001,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,138,Southwest
2001,Support Activities for Crop Production,EDR 6W- Upper Minnesota Valley,empYear,13,Southwest
2001,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,626,Southwest
2001,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,599,Southwest
2001,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,357,Southwest
2018,"Total, All Industries",EDR 7E- East Central,empYear,48371,Central
2018,Crop Production,EDR 7E- East Central,empYear,78,Central
2018,Animal Production and Aquaculture,EDR 7E- East Central,empYear,197,Central
2018,Support Activities for Animal Production,EDR 7E- East Central,empYear,11,Central
2018,Food Manufacturing,EDR 7E- East Central,empYear,360,Central
2018,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,77,Central
2017,"Total, All Industries",EDR 7E- East Central,empYear,48120,Central
2017,Crop Production,EDR 7E- East Central,empYear,93,Central
2017,Animal Production and Aquaculture,EDR 7E- East Central,empYear,201,Central
2017,Support Activities for Animal Production,EDR 7E- East Central,empYear,12,Central
2017,Food Manufacturing,EDR 7E- East Central,empYear,369,Central
2017,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,81,Central
2016,"Total, All Industries",EDR 7E- East Central,empYear,47765,Central
2016,Crop Production,EDR 7E- East Central,empYear,97,Central
2016,Animal Production and Aquaculture,EDR 7E- East Central,empYear,194,Central
2016,Support Activities for Animal Production,EDR 7E- East Central,empYear,2,Central
2016,Food Manufacturing,EDR 7E- East Central,empYear,352,Central
2016,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,84,Central
2015,"Total, All Industries",EDR 7E- East Central,empYear,47296,Central
2015,Crop Production,EDR 7E- East Central,empYear,94,Central
2015,Animal Production and Aquaculture,EDR 7E- East Central,empYear,191,Central
2015,Support Activities for Animal Production,EDR 7E- East Central,empYear,6,Central
2015,Food Manufacturing,EDR 7E- East Central,empYear,321,Central
2015,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,82,Central
2014,"Total, All Industries",EDR 7E- East Central,empYear,46566,Central
2014,Crop Production,EDR 7E- East Central,empYear,110,Central
2014,Animal Production and Aquaculture,EDR 7E- East Central,empYear,170,Central
2014,Support Activities for Animal Production,EDR 7E- East Central,empYear,16,Central
2014,Food Manufacturing,EDR 7E- East Central,empYear,306,Central
2014,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,87,Central
2013,"Total, All Industries",EDR 7E- East Central,empYear,46274,Central
2013,Crop Production,EDR 7E- East Central,empYear,116,Central
2013,Animal Production and Aquaculture,EDR 7E- East Central,empYear,168,Central
2013,Support Activities for Animal Production,EDR 7E- East Central,empYear,9,Central
2013,Food Manufacturing,EDR 7E- East Central,empYear,335,Central
2013,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,84,Central
2012,"Total, All Industries",EDR 7E- East Central,empYear,45463,Central
2012,Crop Production,EDR 7E- East Central,empYear,106,Central
2012,Animal Production and Aquaculture,EDR 7E- East Central,empYear,166,Central
2012,Support Activities for Animal Production,EDR 7E- East Central,empYear,3,Central
2012,Food Manufacturing,EDR 7E- East Central,empYear,346,Central
2012,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,91,Central
2011,"Total, All Industries",EDR 7E- East Central,empYear,44700,Central
2011,Crop Production,EDR 7E- East Central,empYear,81,Central
2011,Animal Production and Aquaculture,EDR 7E- East Central,empYear,172,Central
2011,Support Activities for Animal Production,EDR 7E- East Central,empYear,2,Central
2011,Food Manufacturing,EDR 7E- East Central,empYear,308,Central
2011,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,93,Central
2010,"Total, All Industries",EDR 7E- East Central,empYear,44263,Central
2010,Crop Production,EDR 7E- East Central,empYear,92,Central
2010,Animal Production and Aquaculture,EDR 7E- East Central,empYear,172,Central
2010,Food Manufacturing,EDR 7E- East Central,empYear,304,Central
2010,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,110,Central
2009,"Total, All Industries",EDR 7E- East Central,empYear,44581,Central
2009,Crop Production,EDR 7E- East Central,empYear,90,Central
2009,Animal Production and Aquaculture,EDR 7E- East Central,empYear,172,Central
2009,Food Manufacturing,EDR 7E- East Central,empYear,289,Central
2009,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,110,Central
2008,"Total, All Industries",EDR 7E- East Central,empYear,46571,Central
2008,Crop Production,EDR 7E- East Central,empYear,111,Central
2008,Animal Production and Aquaculture,EDR 7E- East Central,empYear,121,Central
2008,Food Manufacturing,EDR 7E- East Central,empYear,255,Central
2008,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,98,Central
2007,"Total, All Industries",EDR 7E- East Central,empYear,46925,Central
2007,Crop Production,EDR 7E- East Central,empYear,140,Central
2007,Animal Production and Aquaculture,EDR 7E- East Central,empYear,115,Central
2007,Support Activities for Crop Production,EDR 7E- East Central,empYear,5,Central
2007,Food Manufacturing,EDR 7E- East Central,empYear,249,Central
2007,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,59,Central
2006,"Total, All Industries",EDR 7E- East Central,empYear,46866,Central
2006,Crop Production,EDR 7E- East Central,empYear,137,Central
2006,Animal Production and Aquaculture,EDR 7E- East Central,empYear,108,Central
2006,Support Activities for Crop Production,EDR 7E- East Central,empYear,9,Central
2006,Food Manufacturing,EDR 7E- East Central,empYear,254,Central
2006,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,92,Central
2005,"Total, All Industries",EDR 7E- East Central,empYear,45875,Central
2005,Crop Production,EDR 7E- East Central,empYear,133,Central
2005,Animal Production and Aquaculture,EDR 7E- East Central,empYear,103,Central
2005,Food Manufacturing,EDR 7E- East Central,empYear,267,Central
2005,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,95,Central
2004,"Total, All Industries",EDR 7E- East Central,empYear,46778,Central
2004,Crop Production,EDR 7E- East Central,empYear,121,Central
2004,Animal Production and Aquaculture,EDR 7E- East Central,empYear,158,Central
2004,Food Manufacturing,EDR 7E- East Central,empYear,285,Central
2004,Farm Supplies Merchant Wholesalers,EDR 7E- East Central,empYear,34,Central
2003,"Total, All Industries",EDR 7E- East Central,empYear,45829,Central
2003,Crop Production,EDR 7E- East Central,empYear,138,Central
2003,Animal Production and Aquaculture,EDR 7E- East Central,empYear,158,Central
2003,Food Manufacturing,EDR 7E- East Central,empYear,315,Central
2002,"Total, All Industries",EDR 7E- East Central,empYear,45221,Central
2002,Crop Production,EDR 7E- East Central,empYear,154,Central
2002,Animal Production and Aquaculture,EDR 7E- East Central,empYear,145,Central
2002,Support Activities for Animal Production,EDR 7E- East Central,empYear,8,Central
2002,Food Manufacturing,EDR 7E- East Central,empYear,320,Central
2001,"Total, All Industries",EDR 7E- East Central,empYear,43957,Central
2001,Crop Production,EDR 7E- East Central,empYear,149,Central
2001,Animal Production and Aquaculture,EDR 7E- East Central,empYear,141,Central
2001,Support Activities for Animal Production,EDR 7E- East Central,empYear,7,Central
2001,Food Manufacturing,EDR 7E- East Central,empYear,304,Central
2001,Farm Product Raw Material Merchant Wholesalers,EDR 7E- East Central,empYear,61,Central
2018,"Total, All Industries",EDR 7W- Central,empYear,174279,Central
2018,Crop Production,EDR 7W- Central,empYear,594,Central
2018,Animal Production and Aquaculture,EDR 7W- Central,empYear,1195,Central
2018,Support Activities for Animal Production,EDR 7W- Central,empYear,172,Central
2018,Food Manufacturing,EDR 7W- Central,empYear,4331,Central
2018,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,293,Central
2017,"Total, All Industries",EDR 7W- Central,empYear,172847,Central
2017,Crop Production,EDR 7W- Central,empYear,568,Central
2017,Animal Production and Aquaculture,EDR 7W- Central,empYear,1122,Central
2017,Support Activities for Animal Production,EDR 7W- Central,empYear,169,Central
2017,Food Manufacturing,EDR 7W- Central,empYear,4195,Central
2017,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,319,Central
2016,"Total, All Industries",EDR 7W- Central,empYear,170155,Central
2016,Crop Production,EDR 7W- Central,empYear,573,Central
2016,Animal Production and Aquaculture,EDR 7W- Central,empYear,1000,Central
2016,Support Activities for Animal Production,EDR 7W- Central,empYear,165,Central
2016,Food Manufacturing,EDR 7W- Central,empYear,4017,Central
2016,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,326,Central
2015,"Total, All Industries",EDR 7W- Central,empYear,167632,Central
2015,Crop Production,EDR 7W- Central,empYear,537,Central
2015,Animal Production and Aquaculture,EDR 7W- Central,empYear,1043,Central
2015,Support Activities for Crop Production,EDR 7W- Central,empYear,25,Central
2015,Support Activities for Animal Production,EDR 7W- Central,empYear,155,Central
2015,Food Manufacturing,EDR 7W- Central,empYear,4015,Central
2015,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,327,Central
2014,"Total, All Industries",EDR 7W- Central,empYear,164802,Central
2014,Crop Production,EDR 7W- Central,empYear,485,Central
2014,Animal Production and Aquaculture,EDR 7W- Central,empYear,1002,Central
2014,Support Activities for Crop Production,EDR 7W- Central,empYear,28,Central
2014,Support Activities for Animal Production,EDR 7W- Central,empYear,73,Central
2014,Food Manufacturing,EDR 7W- Central,empYear,3941,Central
2014,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,325,Central
2013,"Total, All Industries",EDR 7W- Central,empYear,160706,Central
2013,Crop Production,EDR 7W- Central,empYear,522,Central
2013,Animal Production and Aquaculture,EDR 7W- Central,empYear,965,Central
2013,Support Activities for Crop Production,EDR 7W- Central,empYear,73,Central
2013,Support Activities for Animal Production,EDR 7W- Central,empYear,19,Central
2013,Food Manufacturing,EDR 7W- Central,empYear,3778,Central
2013,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,329,Central
2012,"Total, All Industries",EDR 7W- Central,empYear,157416,Central
2012,Crop Production,EDR 7W- Central,empYear,519,Central
2012,Animal Production and Aquaculture,EDR 7W- Central,empYear,938,Central
2012,Support Activities for Crop Production,EDR 7W- Central,empYear,75,Central
2012,Support Activities for Animal Production,EDR 7W- Central,empYear,21,Central
2012,Food Manufacturing,EDR 7W- Central,empYear,3633,Central
2012,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,322,Central
2011,"Total, All Industries",EDR 7W- Central,empYear,153846,Central
2011,Crop Production,EDR 7W- Central,empYear,538,Central
2011,Animal Production and Aquaculture,EDR 7W- Central,empYear,879,Central
2011,Support Activities for Crop Production,EDR 7W- Central,empYear,79,Central
2011,Support Activities for Animal Production,EDR 7W- Central,empYear,21,Central
2011,Food Manufacturing,EDR 7W- Central,empYear,3665,Central
2011,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,338,Central
2010,"Total, All Industries",EDR 7W- Central,empYear,150536,Central
2010,Crop Production,EDR 7W- Central,empYear,570,Central
2010,Animal Production and Aquaculture,EDR 7W- Central,empYear,837,Central
2010,Support Activities for Animal Production,EDR 7W- Central,empYear,114,Central
2010,Food Manufacturing,EDR 7W- Central,empYear,3721,Central
2010,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,331,Central
2009,"Total, All Industries",EDR 7W- Central,empYear,151216,Central
2009,Crop Production,EDR 7W- Central,empYear,501,Central
2009,Animal Production and Aquaculture,EDR 7W- Central,empYear,795,Central
2009,Support Activities for Animal Production,EDR 7W- Central,empYear,115,Central
2009,Food Manufacturing,EDR 7W- Central,empYear,3651,Central
2009,Agricultural Implement Manufacturing,EDR 7W- Central,empYear,121,Central
2009,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,318,Central
2008,"Total, All Industries",EDR 7W- Central,empYear,158243,Central
2008,Crop Production,EDR 7W- Central,empYear,550,Central
2008,Animal Production and Aquaculture,EDR 7W- Central,empYear,794,Central
2008,Support Activities for Animal Production,EDR 7W- Central,empYear,136,Central
2008,Food Manufacturing,EDR 7W- Central,empYear,3718,Central
2008,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,321,Central
2007,"Total, All Industries",EDR 7W- Central,empYear,159882,Central
2007,Crop Production,EDR 7W- Central,empYear,543,Central
2007,Animal Production and Aquaculture,EDR 7W- Central,empYear,730,Central
2007,Support Activities for Animal Production,EDR 7W- Central,empYear,131,Central
2007,Food Manufacturing,EDR 7W- Central,empYear,3637,Central
2007,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,334,Central
2006,"Total, All Industries",EDR 7W- Central,empYear,157211,Central
2006,Crop Production,EDR 7W- Central,empYear,547,Central
2006,Animal Production and Aquaculture,EDR 7W- Central,empYear,717,Central
2006,Support Activities for Animal Production,EDR 7W- Central,empYear,70,Central
2006,Food Manufacturing,EDR 7W- Central,empYear,3521,Central
2006,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,322,Central
2005,"Total, All Industries",EDR 7W- Central,empYear,152908,Central
2005,Crop Production,EDR 7W- Central,empYear,537,Central
2005,Animal Production and Aquaculture,EDR 7W- Central,empYear,674,Central
2005,Support Activities for Crop Production,EDR 7W- Central,empYear,14,Central
2005,Support Activities for Animal Production,EDR 7W- Central,empYear,119,Central
2005,Food Manufacturing,EDR 7W- Central,empYear,3540,Central
2005,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,329,Central
2004,"Total, All Industries",EDR 7W- Central,empYear,147836,Central
2004,Crop Production,EDR 7W- Central,empYear,542,Central
2004,Animal Production and Aquaculture,EDR 7W- Central,empYear,571,Central
2004,Support Activities for Crop Production,EDR 7W- Central,empYear,81,Central
2004,Support Activities for Animal Production,EDR 7W- Central,empYear,111,Central
2004,Food Manufacturing,EDR 7W- Central,empYear,3461,Central
2004,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,367,Central
2003,"Total, All Industries",EDR 7W- Central,empYear,144142,Central
2003,Crop Production,EDR 7W- Central,empYear,582,Central
2003,Animal Production and Aquaculture,EDR 7W- Central,empYear,554,Central
2003,Support Activities for Crop Production,EDR 7W- Central,empYear,53,Central
2003,Support Activities for Animal Production,EDR 7W- Central,empYear,113,Central
2003,Food Manufacturing,EDR 7W- Central,empYear,3375,Central
2003,Agricultural Implement Manufacturing,EDR 7W- Central,empYear,128,Central
2003,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,337,Central
2002,"Total, All Industries",EDR 7W- Central,empYear,143020,Central
2002,Crop Production,EDR 7W- Central,empYear,577,Central
2002,Animal Production and Aquaculture,EDR 7W- Central,empYear,547,Central
2002,Support Activities for Animal Production,EDR 7W- Central,empYear,117,Central
2002,Food Manufacturing,EDR 7W- Central,empYear,3293,Central
2002,Agricultural Implement Manufacturing,EDR 7W- Central,empYear,100,Central
2002,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,276,Central
2001,"Total, All Industries",EDR 7W- Central,empYear,140829,Central
2001,Crop Production,EDR 7W- Central,empYear,587,Central
2001,Animal Production and Aquaculture,EDR 7W- Central,empYear,587,Central
2001,Support Activities for Animal Production,EDR 7W- Central,empYear,115,Central
2001,Food Manufacturing,EDR 7W- Central,empYear,3269,Central
2001,Agricultural Implement Manufacturing,EDR 7W- Central,empYear,93,Central
2001,Farm Product Raw Material Merchant Wholesalers,EDR 7W- Central,empYear,35,Central
2001,Farm Supplies Merchant Wholesalers,EDR 7W- Central,empYear,264,Central
2018,"Total, All Industries",EDR 8 - Southwest,empYear,53631,Southwest
2018,Crop Production,EDR 8 - Southwest,empYear,333,Southwest
2018,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1125,Southwest
2018,Support Activities for Crop Production,EDR 8 - Southwest,empYear,152,Southwest
2018,Food Manufacturing,EDR 8 - Southwest,empYear,4806,Southwest
2018,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,744,Southwest
2018,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,419,Southwest
2017,"Total, All Industries",EDR 8 - Southwest,empYear,53760,Southwest
2017,Crop Production,EDR 8 - Southwest,empYear,332,Southwest
2017,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1224,Southwest
2017,Support Activities for Crop Production,EDR 8 - Southwest,empYear,162,Southwest
2017,Food Manufacturing,EDR 8 - Southwest,empYear,4757,Southwest
2017,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,781,Southwest
2017,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,424,Southwest
2016,"Total, All Industries",EDR 8 - Southwest,empYear,54174,Southwest
2016,Crop Production,EDR 8 - Southwest,empYear,188,Southwest
2016,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1215,Southwest
2016,Support Activities for Crop Production,EDR 8 - Southwest,empYear,176,Southwest
2016,Food Manufacturing,EDR 8 - Southwest,empYear,4479,Southwest
2016,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,809,Southwest
2016,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,416,Southwest
2015,"Total, All Industries",EDR 8 - Southwest,empYear,54682,Southwest
2015,Crop Production,EDR 8 - Southwest,empYear,122,Southwest
2015,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1199,Southwest
2015,Support Activities for Crop Production,EDR 8 - Southwest,empYear,167,Southwest
2015,Food Manufacturing,EDR 8 - Southwest,empYear,4815,Southwest
2015,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,812,Southwest
2015,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,408,Southwest
2014,"Total, All Industries",EDR 8 - Southwest,empYear,54686,Southwest
2014,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1117,Southwest
2014,Support Activities for Crop Production,EDR 8 - Southwest,empYear,169,Southwest
2014,Food Manufacturing,EDR 8 - Southwest,empYear,4792,Southwest
