periodyear,naicstitle,Name,emp.break,emp,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2016,"Total, All Industries",Mille Lacs,empYear,9455,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2016,Animal Production and Aquaculture,Mille Lacs,empYear,17,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2016,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,19,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2015,"Total, All Industries",Mille Lacs,empYear,9555,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2015,Animal Production and Aquaculture,Mille Lacs,empYear,30,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2014,"Total, All Industries",Mille Lacs,empYear,9581,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2014,Animal Production and Aquaculture,Mille Lacs,empYear,28,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2013,"Total, All Industries",Mille Lacs,empYear,9535,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2013,Animal Production and Aquaculture,Mille Lacs,empYear,22,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2013,Food Manufacturing,Mille Lacs,empYear,21,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2012,"Total, All Industries",Mille Lacs,empYear,9475,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2012,Animal Production and Aquaculture,Mille Lacs,empYear,16,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2012,Food Manufacturing,Mille Lacs,empYear,20,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2011,"Total, All Industries",Mille Lacs,empYear,9084,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2011,Animal Production and Aquaculture,Mille Lacs,empYear,9,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2010,"Total, All Industries",Mille Lacs,empYear,8915,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2009,"Total, All Industries",Mille Lacs,empYear,9126,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2008,"Total, All Industries",Mille Lacs,empYear,9719,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2008,Animal Production and Aquaculture,Mille Lacs,empYear,15,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2008,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,31,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2007,"Total, All Industries",Mille Lacs,empYear,9892,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2007,Food Manufacturing,Mille Lacs,empYear,7,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2007,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,30,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2006,"Total, All Industries",Mille Lacs,empYear,9818,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2006,Food Manufacturing,Mille Lacs,empYear,21,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2006,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,28,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2005,"Total, All Industries",Mille Lacs,empYear,9529,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2005,Food Manufacturing,Mille Lacs,empYear,15,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2005,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,26,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2004,"Total, All Industries",Mille Lacs,empYear,9641,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2004,Food Manufacturing,Mille Lacs,empYear,41,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2004,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,25,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2003,"Total, All Industries",Mille Lacs,empYear,9521,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2003,Food Manufacturing,Mille Lacs,empYear,46,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2003,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,27,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2002,"Total, All Industries",Mille Lacs,empYear,9508,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2002,Food Manufacturing,Mille Lacs,empYear,44,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2002,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,45,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2001,"Total, All Industries",Mille Lacs,empYear,9564,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2001,Food Manufacturing,Mille Lacs,empYear,39,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2001,Farm Supplies Merchant Wholesalers,Mille Lacs,empYear,38,095,C,Urban/town/rural mix,EDR 7E- East Central,Central
2018,"Total, All Industries",Morrison,empYear,10802,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2018,Crop Production,Morrison,empYear,44,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2018,Animal Production and Aquaculture,Morrison,empYear,316,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2018,Food Manufacturing,Morrison,empYear,422,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2017,"Total, All Industries",Morrison,empYear,10824,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2017,Crop Production,Morrison,empYear,46,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2017,Animal Production and Aquaculture,Morrison,empYear,308,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2017,Support Activities for Crop Production,Morrison,empYear,13,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2017,Food Manufacturing,Morrison,empYear,418,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2016,"Total, All Industries",Morrison,empYear,10937,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2016,Crop Production,Morrison,empYear,43,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2016,Animal Production and Aquaculture,Morrison,empYear,304,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2016,Food Manufacturing,Morrison,empYear,417,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2015,"Total, All Industries",Morrison,empYear,10801,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2015,Crop Production,Morrison,empYear,4,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2015,Animal Production and Aquaculture,Morrison,empYear,300,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2015,Food Manufacturing,Morrison,empYear,424,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2014,"Total, All Industries",Morrison,empYear,10575,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2014,Crop Production,Morrison,empYear,6,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2014,Animal Production and Aquaculture,Morrison,empYear,276,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2014,Food Manufacturing,Morrison,empYear,449,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2013,"Total, All Industries",Morrison,empYear,10826,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2013,Crop Production,Morrison,empYear,15,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2013,Animal Production and Aquaculture,Morrison,empYear,283,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2013,Food Manufacturing,Morrison,empYear,456,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2012,"Total, All Industries",Morrison,empYear,10894,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2012,Animal Production and Aquaculture,Morrison,empYear,274,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2012,Food Manufacturing,Morrison,empYear,277,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2011,"Total, All Industries",Morrison,empYear,11427,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2011,Animal Production and Aquaculture,Morrison,empYear,255,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2011,Food Manufacturing,Morrison,empYear,438,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2010,"Total, All Industries",Morrison,empYear,11108,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2010,Crop Production,Morrison,empYear,9,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2010,Animal Production and Aquaculture,Morrison,empYear,240,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2010,Food Manufacturing,Morrison,empYear,393,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2009,"Total, All Industries",Morrison,empYear,11169,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2009,Crop Production,Morrison,empYear,17,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2009,Animal Production and Aquaculture,Morrison,empYear,220,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2009,Food Manufacturing,Morrison,empYear,365,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2008,"Total, All Industries",Morrison,empYear,11519,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2008,Crop Production,Morrison,empYear,32,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2008,Animal Production and Aquaculture,Morrison,empYear,219,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2008,Food Manufacturing,Morrison,empYear,228,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2008,Farm Supplies Merchant Wholesalers,Morrison,empYear,39,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2007,"Total, All Industries",Morrison,empYear,11319,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2007,Crop Production,Morrison,empYear,19,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2007,Animal Production and Aquaculture,Morrison,empYear,219,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2007,Food Manufacturing,Morrison,empYear,393,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2007,Farm Supplies Merchant Wholesalers,Morrison,empYear,40,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2006,"Total, All Industries",Morrison,empYear,11330,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2006,Crop Production,Morrison,empYear,18,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2006,Animal Production and Aquaculture,Morrison,empYear,192,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2006,Food Manufacturing,Morrison,empYear,328,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2006,Farm Supplies Merchant Wholesalers,Morrison,empYear,27,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2005,"Total, All Industries",Morrison,empYear,11386,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2005,Crop Production,Morrison,empYear,53,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2005,Animal Production and Aquaculture,Morrison,empYear,152,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2005,Food Manufacturing,Morrison,empYear,356,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2004,"Total, All Industries",Morrison,empYear,11270,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2004,Crop Production,Morrison,empYear,57,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2004,Animal Production and Aquaculture,Morrison,empYear,144,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2004,Food Manufacturing,Morrison,empYear,401,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2003,"Total, All Industries",Morrison,empYear,11190,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2003,Crop Production,Morrison,empYear,48,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2003,Animal Production and Aquaculture,Morrison,empYear,130,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2003,Food Manufacturing,Morrison,empYear,417,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2002,"Total, All Industries",Morrison,empYear,10870,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2002,Crop Production,Morrison,empYear,48,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2002,Animal Production and Aquaculture,Morrison,empYear,121,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2002,Food Manufacturing,Morrison,empYear,449,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2002,Farm Supplies Merchant Wholesalers,Morrison,empYear,44,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2001,"Total, All Industries",Morrison,empYear,10645,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2001,Crop Production,Morrison,empYear,46,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2001,Animal Production and Aquaculture,Morrison,empYear,97,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2001,Food Manufacturing,Morrison,empYear,382,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2001,Farm Supplies Merchant Wholesalers,Morrison,empYear,46,097,B,Town/rural mix,EDR 5 - North Central,Northwest
2018,"Total, All Industries",Mower,empYear,16393,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Crop Production,Mower,empYear,35,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Animal Production and Aquaculture,Mower,empYear,110,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Food Manufacturing,Mower,empYear,660,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,114,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,"Total, All Industries",Mower,empYear,16630,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Crop Production,Mower,empYear,35,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Animal Production and Aquaculture,Mower,empYear,120,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Food Manufacturing,Mower,empYear,3312,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,109,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,"Total, All Industries",Mower,empYear,16553,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Crop Production,Mower,empYear,30,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Animal Production and Aquaculture,Mower,empYear,122,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Food Manufacturing,Mower,empYear,3261,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,121,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,"Total, All Industries",Mower,empYear,16263,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Crop Production,Mower,empYear,35,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Animal Production and Aquaculture,Mower,empYear,125,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Food Manufacturing,Mower,empYear,3193,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,122,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,"Total, All Industries",Mower,empYear,16255,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Crop Production,Mower,empYear,43,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Animal Production and Aquaculture,Mower,empYear,100,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Food Manufacturing,Mower,empYear,3168,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,116,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,"Total, All Industries",Mower,empYear,16265,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Crop Production,Mower,empYear,34,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Animal Production and Aquaculture,Mower,empYear,101,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Food Manufacturing,Mower,empYear,3225,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,120,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,"Total, All Industries",Mower,empYear,16195,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Crop Production,Mower,empYear,41,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Animal Production and Aquaculture,Mower,empYear,109,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Food Manufacturing,Mower,empYear,3297,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,105,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,"Total, All Industries",Mower,empYear,16147,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Crop Production,Mower,empYear,11,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Animal Production and Aquaculture,Mower,empYear,109,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Food Manufacturing,Mower,empYear,3317,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,108,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,"Total, All Industries",Mower,empYear,16107,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Crop Production,Mower,empYear,21,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Animal Production and Aquaculture,Mower,empYear,100,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Food Manufacturing,Mower,empYear,3217,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,100,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,"Total, All Industries",Mower,empYear,16167,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Crop Production,Mower,empYear,4,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Animal Production and Aquaculture,Mower,empYear,101,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Food Manufacturing,Mower,empYear,3185,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,106,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,"Total, All Industries",Mower,empYear,16388,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Crop Production,Mower,empYear,6,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Animal Production and Aquaculture,Mower,empYear,123,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Food Manufacturing,Mower,empYear,3132,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,99,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,"Total, All Industries",Mower,empYear,16339,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Crop Production,Mower,empYear,8,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Animal Production and Aquaculture,Mower,empYear,139,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Food Manufacturing,Mower,empYear,3271,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,48,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,"Total, All Industries",Mower,empYear,16147,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Crop Production,Mower,empYear,10,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Animal Production and Aquaculture,Mower,empYear,131,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Food Manufacturing,Mower,empYear,3337,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,80,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,"Total, All Industries",Mower,empYear,16201,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Crop Production,Mower,empYear,29,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Animal Production and Aquaculture,Mower,empYear,122,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Food Manufacturing,Mower,empYear,3854,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,90,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Farm Supplies Merchant Wholesalers,Mower,empYear,6,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,"Total, All Industries",Mower,empYear,15933,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Crop Production,Mower,empYear,15,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Animal Production and Aquaculture,Mower,empYear,108,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Food Manufacturing,Mower,empYear,3679,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,136,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Farm Supplies Merchant Wholesalers,Mower,empYear,36,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,"Total, All Industries",Mower,empYear,15791,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Crop Production,Mower,empYear,11,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Animal Production and Aquaculture,Mower,empYear,103,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Food Manufacturing,Mower,empYear,3700,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,131,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Farm Supplies Merchant Wholesalers,Mower,empYear,31,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,"Total, All Industries",Mower,empYear,15865,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Crop Production,Mower,empYear,5,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Animal Production and Aquaculture,Mower,empYear,86,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Food Manufacturing,Mower,empYear,3794,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,128,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Farm Supplies Merchant Wholesalers,Mower,empYear,39,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,"Total, All Industries",Mower,empYear,15902,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Crop Production,Mower,empYear,11,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Animal Production and Aquaculture,Mower,empYear,92,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Food Manufacturing,Mower,empYear,3751,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Farm Product Raw Material Merchant Wholesalers,Mower,empYear,139,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Farm Supplies Merchant Wholesalers,Mower,empYear,37,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,"Total, All Industries",Murray,empYear,2994,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2018,Animal Production and Aquaculture,Murray,empYear,41,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2018,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,109,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2017,"Total, All Industries",Murray,empYear,2964,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2017,Crop Production,Murray,empYear,5,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2017,Animal Production and Aquaculture,Murray,empYear,61,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2017,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,101,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2016,"Total, All Industries",Murray,empYear,2959,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2016,Animal Production and Aquaculture,Murray,empYear,56,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2016,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,92,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2015,"Total, All Industries",Murray,empYear,3013,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2015,Crop Production,Murray,empYear,5,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2015,Animal Production and Aquaculture,Murray,empYear,52,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2015,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,90,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2014,"Total, All Industries",Murray,empYear,2960,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2014,Crop Production,Murray,empYear,9,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2014,Animal Production and Aquaculture,Murray,empYear,49,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2014,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,81,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2013,"Total, All Industries",Murray,empYear,2932,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2013,Crop Production,Murray,empYear,8,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2013,Animal Production and Aquaculture,Murray,empYear,46,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2013,Support Activities for Crop Production,Murray,empYear,3,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2013,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,92,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2012,"Total, All Industries",Murray,empYear,2969,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2012,Crop Production,Murray,empYear,10,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2012,Animal Production and Aquaculture,Murray,empYear,53,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2012,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,93,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2011,"Total, All Industries",Murray,empYear,2910,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2011,Crop Production,Murray,empYear,10,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2011,Animal Production and Aquaculture,Murray,empYear,51,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2011,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,94,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2010,"Total, All Industries",Murray,empYear,2868,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2010,Crop Production,Murray,empYear,2,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2010,Animal Production and Aquaculture,Murray,empYear,46,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2010,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,98,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2009,"Total, All Industries",Murray,empYear,2833,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2009,Animal Production and Aquaculture,Murray,empYear,47,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2009,Farm Product Raw Material Merchant Wholesalers,Murray,empYear,90,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2008,"Total, All Industries",Murray,empYear,2777,101,A,Entirely rural,EDR 8 - Southwest,Southwest
2008,Crop Production,Murray,empYear,1,101,A,Entirely rural,EDR 8 - Southwest,Southwest
